OID_,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90
1,0,34212.000000000000000,0.000342120000000,0.000000000000000,38.598480224609375,38.598480224609375,0.187764294563116,2.664982458169101,6423.792045593319926,0.000000000000000,0.000000000000000
2,1,28261.000000000000000,0.000282610000000,0.000000000000000,39.450168609619141,39.450168609619141,3.234579301395896,10.523338534632142,91412.445636749427649,0.000000000000000,0.000000000000000
3,2,11123.000000000000000,0.000111230000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
4,3,6013.000000000000000,0.000060130000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
5,4,28010.000000000000000,0.000280100000000,0.000000000000000,69.330024719238281,69.330024719238281,32.728691380945719,30.103563492381017,916730.645580289536156,54.545764923095703,64.090748596191403
6,5,5773.000000000000000,0.000057730000000,0.000000000000000,82.450180053710938,82.450180053710938,1.409329715519290,10.669402343372379,8136.060447692859270,0.000000000000000,0.000000000000000
7,6,15312.000000000000000,0.000153120000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
8,7,41351.000000000000000,0.000413510000000,0.000000000000000,77.140312194824219,77.140312194824219,37.610764833024874,34.860438726767718,1555242.736610411433503,65.775077819824219,72.238517761230469
9,8,6262.000000000000000,0.000062620000000,0.000000000000000,35.320629119873047,35.320629119873047,1.249215863452327,6.387027990929466,7822.589736938470196,0.000000000000000,0.000000000000000
10,9,16077.000000000000000,0.000160770000000,0.000000000000000,60.625652313232422,60.625652313232422,10.105656500871676,20.885575395676909,162468.639564513927326,0.000000000000000,52.316091918945311
11,10,12717.000000000000000,0.000127170000000,0.000000000000000,86.423530578613281,86.423530578613281,39.935489100499524,39.862542655637803,507859.614891052420717,70.152244567871094,84.804937744140631
12,11,21847.000000000000000,0.000218470000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
